Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
mqn11[c]	904.08	99.54	5079.35	4854.57	5262.57	1.00e-05	1.00e-02
mqn11[e]	904.08	99.54	5193.36	4968.58	5376.58	1.00e-05	1.00e-02
mqn7[c]	532.98	68.83	3316.50	3151.90	3439.53	1.00e-05	1.00e-02
mqn7[e]	532.98	68.83	3392.50	3227.91	3515.53	1.00e-05	1.00e-02
mqn9[c]	718.53	83.93	4197.93	4003.73	4350.55	1.00e-05	1.00e-02
mqn9[e]	718.53	83.93	4292.93	4098.74	4445.56	1.00e-05	1.00e-02
s2l2n2m2m[e]	0.00	100000.00	6073.52	-189956.17	202061.64	1.00e-05	1.00e-02
sTn_antigen[e]	0.00	100000.00	1339.66	-194690.03	197327.78	1.00e-05	1.00e-02
f1a[e]	0.00	100000.00	1653.16	-194376.53	197641.29	1.00e-05	1.00e-02
lpam[e]	-99.58	25.03	570.62	491.86	607.81	1.00e-05	1.00e-02
lpam[c]	-99.58	25.03	552.80	474.05	589.99	1.00e-05	1.00e-02
CE2934[e]	-337.77	11.57	108.75	56.38	119.56	1.00e-05	1.00e-02
mqn8[c]	625.75	76.30	3757.21	3577.98	3894.88	1.00e-05	1.00e-02
dxtrn[e]	0.00	100000.00	3619.08	-192410.61	199607.21	1.00e-05	1.00e-02
dhcholestanate[e]	-1539.09	250713.27	471.50	-490956.20	491857.64	1.00e-05	1.00e-02
thcholstoic[e]	-1704.04	250713.27	306.56	-491121.15	491692.70	1.00e-05	1.00e-02
xol7ah3[e]	-1359.43	250713.27	785.21	-490642.49	492171.35	1.00e-05	1.00e-02
xol7aone[e]	-1152.10	250713.27	813.82	-490613.88	492199.96	1.00e-05	1.00e-02
xoldiolone[e]	-1317.05	250713.27	648.87	-490778.83	492035.01	1.00e-05	1.00e-02
7klitchol[e]	-1538.06	250713.27	115.10	-491312.60	491501.24	1.00e-05	1.00e-02
2obut[e]	-477.70	10.67	-254.30	-304.89	-245.27	1.00e-05	1.00e-02
glutar[e]	-665.44	5.26	-397.36	-437.36	-398.93	1.00e-05	1.00e-02
glcn[e]	-1129.32	9.95	-637.84	-687.04	-630.21	1.00e-05	1.00e-02
grdp[c]	-1722.42	29.40	-984.93	-1072.25	-939.17	1.00e-05	1.00e-02
glyleu[e]	-495.57	10.09	219.25	169.80	227.15	1.00e-05	1.00e-02
methf[c]	-343.58	113389.35	524.56	-221748.25	222755.81	1.00e-05	1.00e-02
ppbng[c]	-545.20	13.67	20.08	-36.40	34.99	1.00e-05	1.00e-02
hmbil[c]	-2184.87	66.35	-532.18	-691.91	-414.01	1.00e-05	1.00e-02
4ppan[c]	-1625.64	15.87	-974.31	-1035.11	-955.09	1.00e-05	1.00e-02
phom[c]	-1364.01	5.65	-1017.12	-1057.89	-1017.91	1.00e-05	1.00e-02
HC01434[c]	-1116.16	8.23	-985.70	-1031.51	-981.45	1.00e-05	1.00e-02
HC01668[c]	-1270.76	20.37	-531.39	-601.01	-503.33	1.00e-05	1.00e-02
gua[e]	100.11	100000.00	323.41	-195706.28	196311.54	1.00e-05	1.00e-02
fprica[c]	-1484.61	23.66	-919.48	-995.55	-884.98	1.00e-05	1.00e-02
glcr[e]	-1290.84	6.04	-933.40	-974.93	-933.44	1.00e-05	1.00e-02
hxan[e]	100.16	10.93	278.80	227.69	288.34	1.00e-05	1.00e-02
xyl_D[e]	-744.92	3.73	-298.12	-335.11	-302.69	1.00e-05	1.00e-02
gal1p[c]	-1747.11	4.47	-1268.95	-1307.40	-1272.06	1.00e-05	1.00e-02
im4ac[c]	-184.72	12.93	31.91	-23.12	45.38	1.00e-05	1.00e-02
4izp[c]	0.00	100000.00	260.20	-195769.48	196248.33	1.00e-05	1.00e-02
pydxn[e]	-344.73	14.04	146.67	89.46	162.32	1.00e-05	1.00e-02
pydx[e]	-308.40	14.00	92.71	35.59	108.28	1.00e-05	1.00e-02
pydam[e]	-199.68	15.98	379.79	318.78	399.23	1.00e-05	1.00e-02
4hbz[e]	-395.54	11.12	-172.16	-223.65	-162.24	1.00e-05	1.00e-02
34dhpha[e]	-586.08	14.47	-273.38	-331.43	-256.89	1.00e-05	1.00e-02
etoh[e]	-175.47	5.28	92.61	52.58	91.08	1.00e-05	1.00e-02
acald[e]	-143.23	4.33	35.49	-2.69	32.11	1.00e-05	1.00e-02
mqn8[e]	625.75	76.30	3842.72	3663.48	3980.38	1.00e-05	1.00e-02
phpyr[e]	-315.54	14.61	-2.78	-61.10	13.97	1.00e-05	1.00e-02
tym[e]	-47.77	11.90	488.37	435.34	499.82	1.00e-05	1.00e-02
2hyoxplac[e]	-389.19	11.17	-76.48	-128.05	-66.47	1.00e-05	1.00e-02
lanost[e]	-632.89	320713.50	1601.11	-627027.04	630187.69	1.00e-05	1.00e-02
3mox4hoxm[e]	-713.87	14.47	-311.77	-369.82	-295.28	1.00e-05	1.00e-02
glx[e]	-476.60	5.39	-431.92	-472.18	-433.22	1.00e-05	1.00e-02
CE4970[c]	-483.39	7.56	38.38	-6.12	41.32	1.00e-05	1.00e-02
CE4970[e]	-483.39	7.56	52.68	8.18	55.62	1.00e-05	1.00e-02
CE2026[c]	-426.13	9.51	8.30	-40.02	15.06	1.00e-05	1.00e-02
CE2026[e]	-426.13	9.51	20.35	-27.98	27.11	1.00e-05	1.00e-02
CE4968[c]	-488.40	7.17	33.33	-10.41	35.51	1.00e-05	1.00e-02
CE4968[e]	-488.40	7.17	47.65	3.90	49.82	1.00e-05	1.00e-02
actyr[m]	-523.98	11.52	54.77	2.51	65.47	1.00e-05	1.00e-02
actyr[c]	-523.98	11.52	-2.22	-54.48	8.48	1.00e-05	1.00e-02
actyr[e]	-523.98	11.52	12.07	-40.20	22.77	1.00e-05	1.00e-02
sucacetat[c]	-897.33	8.05	-549.42	-594.89	-545.51	1.00e-05	1.00e-02
sucaceto[c]	-573.27	6.37	-181.91	-224.07	-181.31	1.00e-05	1.00e-02
sucaceto[e]	-573.27	6.37	-171.26	-213.42	-170.66	1.00e-05	1.00e-02
vanilpyr[c]	-675.05	15.28	-283.63	-343.27	-265.56	1.00e-05	1.00e-02
vanillac[c]	-707.53	14.50	-229.12	-287.23	-212.58	1.00e-05	1.00e-02
CE2176[m]	-555.89	14.03	71.05	13.86	86.68	1.00e-05	1.00e-02
nacvanala[m]	-690.73	15.12	-15.39	-74.72	2.37	1.00e-05	1.00e-02
nacvanala[c]	-690.73	15.12	-81.93	-141.26	-64.16	1.00e-05	1.00e-02
nacvanala[e]	-690.73	15.12	-65.27	-124.60	-47.51	1.00e-05	1.00e-02
vanillac[e]	-707.53	14.50	-216.06	-274.17	-199.52	1.00e-05	1.00e-02
2h3mv[c]	-487.84	5.20	-9.42	-49.31	-11.10	1.00e-05	1.00e-02
2h3mv[e]	-487.84	5.20	3.64	-36.24	1.96	1.00e-05	1.00e-02
2hiv[c]	-494.18	4.84	-102.75	-141.92	-105.14	1.00e-05	1.00e-02
2hiv[e]	-494.18	4.84	-92.06	-131.23	-94.45	1.00e-05	1.00e-02
2m3hbu[m]	-494.18	4.84	-60.00	-99.17	-62.39	1.00e-05	1.00e-02
2m3hbu[c]	-494.18	4.84	-102.75	-141.92	-105.15	1.00e-05	1.00e-02
2m3hbu[e]	-494.18	4.84	-92.06	-131.23	-94.46	1.00e-05	1.00e-02
2m3ovcoa[m]	-3375.21	31.13	-1445.53	-1536.24	-1396.39	1.00e-05	1.00e-02
2m3ovac[m]	-455.36	5.71	-21.18	-62.06	-21.85	1.00e-05	1.00e-02
2m3ovac[c]	-455.36	5.71	-63.93	-104.82	-64.61	1.00e-05	1.00e-02
2m3hvac[c]	-487.84	5.20	-9.43	-49.31	-11.11	1.00e-05	1.00e-02
2m3hvac[e]	-487.84	5.20	3.64	-36.24	1.96	1.00e-05	1.00e-02
3h3mglt[c]	-825.40	5.26	-477.46	-517.46	-479.03	1.00e-05	1.00e-02
3h3mglt[e]	-825.40	5.26	-467.96	-507.96	-469.53	1.00e-05	1.00e-02
3mglutac[m]	-598.03	6.89	-308.58	-351.78	-306.95	1.00e-05	1.00e-02
3mglutac[c]	-598.03	6.89	-337.09	-380.28	-335.46	1.00e-05	1.00e-02
3mglutac[e]	-598.03	6.89	-329.96	-373.15	-328.33	1.00e-05	1.00e-02
3mglutr[c]	-660.30	5.44	-312.37	-352.72	-313.58	1.00e-05	1.00e-02
3mglutr[e]	-660.30	5.44	-302.86	-343.21	-304.08	1.00e-05	1.00e-02
ppiogly[m]	-499.88	6.46	-113.96	-156.32	-113.17	1.00e-05	1.00e-02
ppiogly[c]	-499.88	6.46	-152.09	-194.45	-151.30	1.00e-05	1.00e-02
ppiogly[e]	-499.88	6.46	-142.54	-184.89	-141.74	1.00e-05	1.00e-02
mvlac[c]	-431.76	11.42	3.16	-48.91	13.67	1.00e-05	1.00e-02
mvlac[e]	-431.76	11.42	15.04	-37.03	25.54	1.00e-05	1.00e-02
tiggly[m]	-421.12	9.81	61.23	12.31	68.58	1.00e-05	1.00e-02
tiggly[c]	-421.12	9.81	13.35	-35.56	20.71	1.00e-05	1.00e-02
tiggly[e]	-421.12	9.81	25.39	-23.53	32.74	1.00e-05	1.00e-02
td2glutrcoa[m]	-3518.78	30.60	-1830.32	-1920.00	-1782.21	1.00e-05	1.00e-02
3hglutcoa[m]	-3743.22	28.89	-1958.28	-2044.59	-1913.53	1.00e-05	1.00e-02
3ohglutac[m]	-823.37	4.77	-533.92	-572.95	-536.45	1.00e-05	1.00e-02
3ohglutac[c]	-823.37	4.77	-562.42	-601.45	-564.96	1.00e-05	1.00e-02
3ohglutac[e]	-823.37	4.77	-555.30	-594.33	-557.83	1.00e-05	1.00e-02
glutacoa[m]	-3518.78	30.60	-1830.32	-1920.00	-1782.21	1.00e-05	1.00e-02
glutcon[m]	-598.93	5.24	-405.96	-445.93	-407.56	1.00e-05	1.00e-02
glutcon[c]	-598.93	5.24	-424.97	-464.94	-426.57	1.00e-05	1.00e-02
glutcon[e]	-598.93	5.24	-420.22	-460.19	-421.81	1.00e-05	1.00e-02
3hivac[m]	-501.34	5.29	-67.16	-107.21	-68.66	1.00e-05	1.00e-02
3hivac[c]	-501.34	5.29	-109.91	-149.97	-111.42	1.00e-05	1.00e-02
3hivac[e]	-501.34	5.29	-99.22	-139.28	-100.73	1.00e-05	1.00e-02
3hadicoa[x]	-3736.88	29.22	-2087.25	-2174.22	-2041.85	1.00e-05	1.00e-02
3hadpac[x]	-817.03	5.17	-478.60	-518.42	-480.35	1.00e-05	1.00e-02
3hadpac[c]	-817.03	5.17	-469.10	-508.91	-470.85	1.00e-05	1.00e-02
3hadpac[e]	-817.03	5.17	-459.59	-499.41	-461.34	1.00e-05	1.00e-02
3ohsebcoa[x]	-3711.51	31.08	-1723.45	-1814.06	-1674.41	1.00e-05	1.00e-02
3ohsebac[x]	-791.66	8.78	-114.81	-161.71	-109.48	1.00e-05	1.00e-02
3ohsebac[c]	-791.66	8.78	-95.80	-142.70	-90.47	1.00e-05	1.00e-02
3ohsebac[e]	-791.66	8.78	-76.79	-123.69	-71.46	1.00e-05	1.00e-02
3ohsubcoa[x]	-3724.19	30.05	-1905.37	-1993.96	-1858.35	1.00e-05	1.00e-02
3ohsubac[x]	-804.35	6.71	-296.70	-339.54	-295.43	1.00e-05	1.00e-02
3ohsubac[c]	-804.35	6.71	-282.44	-325.28	-281.17	1.00e-05	1.00e-02
3ohsubac[e]	-804.35	6.71	-268.19	-311.03	-266.92	1.00e-05	1.00e-02
caproic[c]	-328.70	5.50	149.70	109.24	148.60	1.00e-05	1.00e-02
5ohhexa[c]	-486.63	4.41	-8.22	-46.55	-11.46	1.00e-05	1.00e-02
5ohhexa[e]	-486.63	4.41	4.84	-33.48	1.60	1.00e-05	1.00e-02
7ohocata[c]	-473.95	6.60	178.43	135.80	179.49	1.00e-05	1.00e-02
7ohocata[e]	-473.95	6.60	196.25	153.62	197.31	1.00e-05	1.00e-02
ethmalcoa[c]	-3586.49	29.51	-1977.48	-2065.02	-1931.51	1.00e-05	1.00e-02
ethmalac[c]	-666.64	5.02	-406.24	-445.76	-408.29	1.00e-05	1.00e-02
ethmalac[e]	-666.64	5.02	-398.93	-438.45	-400.97	1.00e-05	1.00e-02
hexgly[c]	-480.85	7.88	127.82	82.69	131.38	1.00e-05	1.00e-02
hexgly[e]	-480.85	7.88	144.52	99.40	148.09	1.00e-05	1.00e-02
methsuccoa[c]	-3586.49	29.51	-1977.48	-2065.02	-1931.51	1.00e-05	1.00e-02
methsucc[c]	-666.64	5.02	-405.75	-445.27	-407.79	1.00e-05	1.00e-02
methsucc[e]	-666.64	5.02	-398.60	-438.12	-400.64	1.00e-05	1.00e-02
subgly[c]	-798.57	9.58	-146.32	-194.78	-139.43	1.00e-05	1.00e-02
subgly[e]	-798.57	9.58	-128.46	-176.92	-121.56	1.00e-05	1.00e-02
4ohbut[m]	-476.82	5.23	-139.13	-179.07	-140.74	1.00e-05	1.00e-02
4ohbut[c]	-476.82	5.23	-172.38	-212.33	-174.00	1.00e-05	1.00e-02
4ohbut[e]	-476.82	5.23	-164.07	-204.01	-165.69	1.00e-05	1.00e-02
peste_hs[c]	-319.80	100000.00	1767.83	-194261.86	197755.97	1.00e-05	1.00e-02
2hydog[c]	-823.37	4.77	-562.42	-601.45	-564.96	1.00e-05	1.00e-02
2hydog[e]	-823.37	4.77	-555.30	-594.33	-557.83	1.00e-05	1.00e-02
glutar[c]	-665.44	5.26	-404.49	-444.49	-406.06	1.00e-05	1.00e-02
thexdd[m]	-132.26	18.09	1170.29	1105.15	1193.87	1.00e-05	1.00e-02
thexdd[c]	-132.26	18.09	1042.02	976.88	1065.60	1.00e-05	1.00e-02
thexdd[e]	-132.26	18.09	1074.09	1008.95	1097.67	1.00e-05	1.00e-02
hexdtr[m]	-65.76	19.55	1140.31	1072.31	1166.75	1.00e-05	1.00e-02
hexdtr[c]	-65.76	19.55	1021.54	953.54	1047.98	1.00e-05	1.00e-02
hexdtr[e]	-65.76	19.55	1051.24	983.23	1077.68	1.00e-05	1.00e-02
hpdececoa[m]	-3124.95	37.22	-326.94	-429.59	-265.87	1.00e-05	1.00e-02
hpdece[m]	-205.11	16.29	1097.44	1035.83	1117.49	1.00e-05	1.00e-02
hpdece[c]	-205.11	16.29	969.17	907.56	989.22	1.00e-05	1.00e-02
hpdece[e]	-205.11	16.29	1001.24	939.63	1021.29	1.00e-05	1.00e-02
eic21114tr[c]	-40.39	23.96	1394.85	1318.20	1429.94	1.00e-05	1.00e-02
eic21114tr[e]	-40.39	23.96	1434.05	1357.39	1469.14	1.00e-05	1.00e-02
5eipenc[m]	92.62	27.89	1491.66	1407.31	1534.44	1.00e-05	1.00e-02
5eipenc[c]	92.62	27.89	1353.89	1269.55	1396.67	1.00e-05	1.00e-02
5eipenc[e]	92.62	27.89	1388.34	1303.99	1431.12	1.00e-05	1.00e-02
T4hcinnm[e]	-316.35	12.57	-3.62	-57.94	9.13	1.00e-05	1.00e-02
agm[c]	92.87	100000.01	788.73	-195240.97	196776.87	1.00e-05	1.00e-02
agm[e]	92.87	100000.01	807.73	-195221.97	196795.86	1.00e-05	1.00e-02
andrstndn[e]	-1178.98	250713.27	-17.30	-491445.00	491368.84	1.00e-05	1.00e-02
eandrstrn[c]	-1359.84	250713.27	-142.05	-491569.75	491244.09	1.00e-05	1.00e-02
eandrstrn[e]	-1359.84	250713.27	-108.79	-491536.50	491277.34	1.00e-05	1.00e-02
ahandrostan[c]	-1232.62	250713.27	72.16	-491355.55	491458.29	1.00e-05	1.00e-02
ahandrostan[e]	-1232.62	250713.27	107.78	-491319.92	491493.92	1.00e-05	1.00e-02
andrstandn[c]	-1213.76	250713.27	4.03	-491423.67	491390.17	1.00e-05	1.00e-02
andrstandn[e]	-1213.76	250713.27	37.28	-491390.42	491423.42	1.00e-05	1.00e-02
CE2209[e]	-1251.48	250713.27	178.28	-491249.42	491564.42	1.00e-05	1.00e-02
C05301[e]	0.00	100000.00	1072.30	-194957.39	197060.42	1.00e-05	1.00e-02
C05299[e]	0.00	100000.00	1072.31	-194957.37	197060.44	1.00e-05	1.00e-02
C05302[e]	0.00	100000.00	1161.67	-194868.01	197149.80	1.00e-05	1.00e-02
CE5072[e]	-1355.59	250713.27	163.53	-491264.17	491549.67	1.00e-05	1.00e-02
11docrtsl[e]	-1466.32	250713.27	-125.92	-491553.62	491260.22	1.00e-05	1.00e-02
11docrtstrn[e]	-1299.00	250713.27	41.40	-491386.30	491427.54	1.00e-05	1.00e-02
prgnlone[e]	-1167.12	250713.27	262.64	-491165.06	491648.78	1.00e-05	1.00e-02
CE2211[e]	-1204.85	250713.27	314.27	-491113.43	491700.41	1.00e-05	1.00e-02
17ahprgstrn[e]	-1315.58	250713.27	24.82	-491402.88	491410.96	1.00e-05	1.00e-02
17ahprgnlone[e]	-1334.44	250713.27	95.32	-491332.38	491481.46	1.00e-05	1.00e-02
C03681[e]	-1185.99	250713.27	243.77	-491183.93	491629.91	1.00e-05	1.00e-02
prgnlones[e]	-1892.85	260494.04	-507.77	-511105.78	510048.67	1.00e-05	1.00e-02
CE1352[e]	-2060.17	260494.04	-675.09	-511273.10	509881.35	1.00e-05	1.00e-02
mma[e]	-40.79	25.18	227.28	148.23	264.76	1.00e-05	1.00e-02
C05769[e]	0.00	100000.00	1519.10	-194510.58	197507.23	1.00e-05	1.00e-02
mhista[e]	199.31	15.36	735.32	675.53	753.55	1.00e-05	1.00e-02
CE2006[e]	-186.44	9.15	528.44	480.82	534.50	1.00e-05	1.00e-02
n8aspmd[e]	-140.30	100000.00	883.02	-195146.67	196871.15	1.00e-05	1.00e-02
CE4890[e]	-239.16	100000.01	473.92	-195555.78	196462.06	1.00e-05	1.00e-02
C09642[e]	-269.30	100000.01	355.86	-195673.85	196344.00	1.00e-05	1.00e-02
ppp9[e]	0.00	100000.00	1429.75	-194599.94	197417.88	1.00e-05	1.00e-02
mlthf[e]	-455.50	100000.02	480.79	-195548.94	196468.96	1.00e-05	1.00e-02
trypta[e]	236.81	16.25	817.63	756.10	837.60	1.00e-05	1.00e-02
selmeth[e]	0.00	100000.00	491.44	-195538.24	196479.57	1.00e-05	1.00e-02
CE7090[e]	-65.31	27.10	1230.40	1147.59	1271.64	1.00e-05	1.00e-02
CE7085[e]	-65.31	27.10	1230.40	1147.59	1271.64	1.00e-05	1.00e-02
CE7096[e]	-289.76	23.87	1095.32	1018.85	1130.23	1.00e-05	1.00e-02
CE4877[e]	-187.12	28.02	1019.23	934.64	1062.27	1.00e-05	1.00e-02
CE1447[c]	-701.47	21.15	646.79	575.66	676.36	1.00e-05	1.00e-02
CE1447[e]	-701.47	21.15	683.61	612.48	713.18	1.00e-05	1.00e-02
C05770[e]	0.00	100000.00	1519.11	-194510.58	197507.23	1.00e-05	1.00e-02
CE2705[e]	-161.54	100000.01	419.27	-195610.44	196407.40	1.00e-05	1.00e-02
13dampp[e]	-22.90	15.55	512.85	452.69	531.45	1.00e-05	1.00e-02
hdd2crn[e]	-693.82	75592.90	1227.42	-146964.35	149377.63	1.00e-05	1.00e-02
N1aspmd[e]	-140.30	100000.00	883.60	-195146.09	196871.73	1.00e-05	1.00e-02
CE1918[e]	-109.61	17.71	381.84	317.43	404.69	1.00e-05	1.00e-02
34dhoxmand[e]	-744.02	14.50	-431.32	-489.44	-414.78	1.00e-05	1.00e-02
CE6205[e]	-79.46	17.29	501.38	437.79	523.40	1.00e-05	1.00e-02
1a25dhvitd3[e]	-486.94	106904.51	1478.98	-208083.54	210999.94	1.00e-05	1.00e-02
CE4969[c]	-489.73	7.28	-54.94	-98.89	-52.55	1.00e-05	1.00e-02
CE4969[e]	-489.73	7.28	-43.01	-86.97	-40.62	1.00e-05	1.00e-02
CE1310[c]	-479.77	11.92	-132.01	-185.05	-120.53	1.00e-05	1.00e-02
CE1310[e]	-479.77	11.92	-122.45	-175.49	-110.97	1.00e-05	1.00e-02
4hbz[c]	-395.54	11.12	-178.09	-229.58	-168.17	1.00e-05	1.00e-02
sucsal[c]	-466.49	4.57	-249.03	-287.68	-251.94	1.00e-05	1.00e-02
sucsal[e]	-466.49	4.57	-243.09	-281.74	-246.00	1.00e-05	1.00e-02
CE7081[c]	-65.31	27.10	1195.96	1113.15	1237.20	1.00e-05	1.00e-02
CE7081[e]	-65.31	27.10	1230.40	1147.59	1271.64	1.00e-05	1.00e-02
egme[c]	-980.01	125356.64	-197.21	-245925.91	245489.92	1.00e-05	1.00e-02
egme[e]	-980.01	125356.64	-175.87	-245904.57	245511.26	1.00e-05	1.00e-02
12harachd[c]	-131.82	24.71	1216.43	1138.31	1253.00	1.00e-05	1.00e-02
12harachd[e]	-131.82	24.71	1253.25	1175.12	1289.82	1.00e-05	1.00e-02
18harachd[c]	-131.82	24.71	1216.44	1138.31	1253.00	1.00e-05	1.00e-02
18harachd[e]	-131.82	24.71	1253.25	1175.13	1289.82	1.00e-05	1.00e-02
sql[c]	520.30	49.73	2694.92	2567.76	2780.51	1.00e-05	1.00e-02
sql[e]	520.30	49.73	2754.30	2627.14	2839.89	1.00e-05	1.00e-02
orn_D[c]	-362.41	12.15	202.97	149.47	214.91	1.00e-05	1.00e-02
orn_D[e]	-362.41	12.15	218.39	164.89	230.33	1.00e-05	1.00e-02
5g2oxpt[c]	-371.35	16.10	107.06	45.82	126.75	1.00e-05	1.00e-02
5g2oxpt[e]	-371.35	16.10	120.13	58.88	139.81	1.00e-05	1.00e-02
dhea[e]	-1194.89	250713.27	56.15	-491371.55	491442.29	1.00e-05	1.00e-02
estrone[e]	7.69	70710.68	990.64	-137631.97	139571.70	1.00e-05	1.00e-02
C05298[e]	0.00	100000.00	982.94	-195046.75	196971.06	1.00e-05	1.00e-02
HC02020[c]	-1059.00	250713.28	2246.42	-489181.28	493632.57	1.00e-05	1.00e-02
HC02020[e]	-1059.00	250713.28	2336.68	-489091.03	493722.82	1.00e-05	1.00e-02
xol24oh[c]	-1163.95	250713.27	836.70	-490591.00	492222.84	1.00e-05	1.00e-02
xol24oh[e]	-1163.95	250713.27	891.33	-490536.37	492277.47	1.00e-05	1.00e-02
xol27oh[e]	-1156.75	250713.27	898.53	-490529.17	492284.67	1.00e-05	1.00e-02
xol25oh[c]	-1171.11	250713.27	829.54	-490598.16	492215.68	1.00e-05	1.00e-02
xol25oh[e]	-1171.11	250713.27	884.17	-490543.53	492270.31	1.00e-05	1.00e-02
dsmsterol[e]	-943.75	250713.27	1022.17	-490405.53	492408.31	1.00e-05	1.00e-02
chsterols[e]	-1731.75	260494.04	278.85	-510319.15	510835.30	1.00e-05	1.00e-02
3ityr_L[e]	-328.52	17.69	117.79	53.44	140.58	1.00e-05	1.00e-02
35diotyr[e]	-267.89	32.69	130.94	37.18	183.14	1.00e-05	1.00e-02
13_cis_retn[e]	50.68	34.74	1257.03	1159.26	1313.24	1.00e-05	1.00e-02
CE1617[e]	50.68	34.74	1257.03	1159.26	1313.24	1.00e-05	1.00e-02
HC00005[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
HC00006[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
HC00007[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
HC00008[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
HC00009[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
idl_hs[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
ldl_hs[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
hdl_hs[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
myelin_hs[c]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
HC00460[e]	-592.42	14.48	-369.03	-427.11	-352.52	1.00e-05	1.00e-02
fna5moxam[e]	-438.36	18.78	276.43	209.94	301.36	1.00e-05	1.00e-02
CE5643[e]	0.00	100000.00	-0.34	-196030.03	195987.78	1.00e-05	1.00e-02
CE1401[e]	-214.16	75592.90	141.97	-148049.80	148292.17	1.00e-05	1.00e-02
glucys[e]	-809.66	12.46	-228.92	-283.02	-216.38	1.00e-05	1.00e-02
melatn[e]	-75.87	17.65	638.63	574.35	661.35	1.00e-05	1.00e-02
6hoxmelatn[e]	-272.76	20.20	441.87	372.60	469.58	1.00e-05	1.00e-02
C10164[e]	-169.39	10.37	9.29	-40.72	17.74	1.00e-05	1.00e-02
C05767[e]	0.00	100000.00	1340.39	-194689.30	197328.51	1.00e-05	1.00e-02
ppbng[e]	-545.20	13.67	35.45	-21.03	50.37	1.00e-05	1.00e-02
12ppd_R[e]	-326.00	3.41	31.44	-4.92	26.25	1.00e-05	1.00e-02
ametam[e]	1.81	100000.00	1073.38	-194956.31	197061.51	1.00e-05	1.00e-02
xylu_L[e]	-747.44	3.44	-300.65	-337.08	-305.77	1.00e-05	1.00e-02
xylu_D[e]	-747.44	3.44	-300.65	-337.08	-305.77	1.00e-05	1.00e-02
CE0737[e]	0.00	100000.00	133.04	-195896.65	196121.16	1.00e-05	1.00e-02
sphings[e]	-166.76	19.72	1531.01	1462.67	1557.79	1.00e-05	1.00e-02
im4ac[e]	-184.72	12.93	38.13	-16.90	51.60	1.00e-05	1.00e-02
aact[e]	-143.99	7.33	212.17	168.11	214.66	1.00e-05	1.00e-02
sphgn[e]	-233.27	20.15	1553.88	1484.68	1581.50	1.00e-05	1.00e-02
C13856[e]	-241.00	27.52	1456.84	1373.20	1498.91	1.00e-05	1.00e-02
prist[e]	-251.06	21.30	1402.09	1330.65	1431.96	1.00e-05	1.00e-02
CE2049[e]	-501.95	17.57	972.48	908.36	995.03	1.00e-05	1.00e-02
CE2047[e]	-501.95	17.57	972.48	908.37	995.04	1.00e-05	1.00e-02
fdp[e]	-2613.38	7.46	-2166.92	-2211.23	-2164.17	1.00e-05	1.00e-02
coke[e]	-954.15	125356.64	28.65	-245700.04	245715.79	1.00e-05	1.00e-02
coke[c]	-954.15	125356.64	2.58	-245726.11	245689.72	1.00e-05	1.00e-02
5a2opntn[e]	-477.82	4.94	-75.72	-115.09	-77.90	1.00e-05	1.00e-02
5a2opntn[c]	-477.82	4.94	-86.40	-125.77	-88.59	1.00e-05	1.00e-02
arg_D[c]	-248.30	19.13	404.03	336.85	429.65	1.00e-05	1.00e-02
arg_D[e]	-248.30	19.13	421.81	354.63	447.43	1.00e-05	1.00e-02
dopa4sf[c]	-200.97	100000.00	277.43	-195752.26	196265.56	1.00e-05	1.00e-02
dopa4glcur[c]	-1126.71	15.05	-300.38	-359.56	-282.76	1.00e-05	1.00e-02
dopa3glcur[c]	-1126.71	15.05	-300.38	-359.56	-282.76	1.00e-05	1.00e-02
34dhpe[c]	-394.19	14.07	40.71	-16.55	56.41	1.00e-05	1.00e-02
dopa4sf[e]	-200.97	100000.00	290.49	-195739.21	196278.61	1.00e-05	1.00e-02
dopa4glcur[e]	-1126.71	15.05	-277.83	-337.01	-260.21	1.00e-05	1.00e-02
dopa3glcur[e]	-1126.71	15.05	-277.82	-337.01	-260.21	1.00e-05	1.00e-02
CE5026[e]	-1394.08	27.97	-277.24	-361.75	-234.28	1.00e-05	1.00e-02
5cysgly34dhphe[e]	-922.13	23.66	-73.42	-149.48	-38.93	1.00e-05	1.00e-02
CE1261[e]	-774.99	21.60	-60.33	-132.35	-29.87	1.00e-05	1.00e-02
