Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
M00011[c]	-535.44	75592.90	1508.70	-146683.07	149658.91	1.00e-05	1.00e-02
M00011[m]	-535.44	75592.90	1731.97	-146459.81	149882.18	1.00e-05	1.00e-02
M00012[m]	-2961.54	43.91	125.92	10.17	200.11	1.00e-05	1.00e-02
M00342[c]	-522.75	75592.90	1695.36	-146496.42	149845.57	1.00e-05	1.00e-02
M00342[m]	-522.75	75592.90	1937.62	-146254.16	150087.83	1.00e-05	1.00e-02
M00343[m]	-2948.86	45.55	331.58	212.60	408.99	1.00e-05	1.00e-02
M00261[c]	-456.32	75592.90	1674.81	-146516.97	149825.02	1.00e-05	1.00e-02
M00261[m]	-456.32	75592.90	1907.57	-146284.21	150057.78	1.00e-05	1.00e-02
CE4854[m]	-2882.42	47.27	301.53	179.19	382.30	1.00e-05	1.00e-02
M01770[c]	-601.87	75592.90	1529.25	-146662.52	149679.46	1.00e-05	1.00e-02
M01770[m]	-601.87	75592.90	1762.02	-146429.76	149912.23	1.00e-05	1.00e-02
CE4843[m]	-3027.97	42.44	155.97	43.11	227.27	1.00e-05	1.00e-02
M00022[c]	-589.19	75592.90	1715.91	-146475.87	149866.12	1.00e-05	1.00e-02
M00022[m]	-589.19	75592.90	1967.67	-146224.10	150117.89	1.00e-05	1.00e-02
M00023[m]	-3015.29	44.18	361.63	245.35	436.35	1.00e-05	1.00e-02
M00263[c]	-522.75	75592.90	1695.36	-146496.42	149845.57	1.00e-05	1.00e-02
M00263[m]	-522.75	75592.90	1937.62	-146254.16	150087.83	1.00e-05	1.00e-02
CE4847[m]	-2948.86	45.55	331.58	212.60	408.99	1.00e-05	1.00e-02
ddcacoa[r]	-3211.58	34.04	-863.42	-959.82	-808.58	1.00e-05	1.00e-02
M03050[r]	-3205.24	34.77	-770.09	-867.92	-713.83	1.00e-05	1.00e-02
tdcoa[r]	-3198.90	35.53	-676.76	-776.08	-619.01	1.00e-05	1.00e-02
M00129[r]	-3132.46	36.44	-697.31	-798.43	-637.76	1.00e-05	1.00e-02
HC10784[r]	0.00	100000.00	2423.73	-193605.96	198411.86	1.00e-05	1.00e-02
M01141[r]	-3132.46	36.44	-697.31	-798.42	-637.75	1.00e-05	1.00e-02
ptdcacoa[r]	-3192.56	36.32	-583.70	-684.57	-524.39	1.00e-05	1.00e-02
M01191[r]	-3119.78	37.97	-510.67	-614.78	-448.12	1.00e-05	1.00e-02
hpdcacoa[r]	-3179.87	37.99	-396.78	-500.93	-334.20	1.00e-05	1.00e-02
M00004[r]	-3113.44	38.78	-417.33	-523.02	-353.21	1.00e-05	1.00e-02
M01237[r]	-3113.44	38.78	-417.33	-523.02	-353.21	1.00e-05	1.00e-02
stcrn[r]	-747.43	75592.90	1383.70	-146808.07	149533.91	1.00e-05	1.00e-02
odecrn[r]	-680.99	75592.90	1363.15	-146828.62	149513.36	1.00e-05	1.00e-02
M00020[r]	-3107.09	39.61	-324.00	-431.33	-258.24	1.00e-05	1.00e-02
vacccoa[r]	-3107.09	39.61	-324.00	-431.33	-258.24	1.00e-05	1.00e-02
M00127[r]	-245.85	21.32	1232.88	1161.40	1262.80	1.00e-05	1.00e-02
lneldccoa[r]	-3040.66	40.79	-344.56	-454.19	-276.49	1.00e-05	1.00e-02
M02612[r]	-3167.19	39.76	-210.13	-317.75	-144.07	1.00e-05	1.00e-02
arachcoa[r]	-3160.84	40.68	-116.80	-226.23	-48.93	1.00e-05	1.00e-02
M01236[r]	-3094.41	41.35	-137.35	-248.09	-68.18	1.00e-05	1.00e-02
M00018[r]	-3094.41	41.35	-137.35	-248.09	-68.18	1.00e-05	1.00e-02
M00123[r]	-3027.97	42.44	-157.90	-270.77	-86.60	1.00e-05	1.00e-02
M00101[r]	-2961.54	43.91	-178.44	-294.19	-104.26	1.00e-05	1.00e-02
M02052[r]	-3154.50	41.63	-23.47	-134.75	46.24	1.00e-05	1.00e-02
M01724[r]	-722.06	75592.90	1757.01	-146434.77	149907.22	1.00e-05	1.00e-02
docoscoa[r]	-3148.16	42.59	69.86	-43.31	141.45	1.00e-05	1.00e-02
M00006[r]	-3081.72	43.18	49.30	-65.02	122.07	1.00e-05	1.00e-02
M02637[r]	-548.12	75592.90	1322.05	-146869.73	149472.26	1.00e-05	1.00e-02
strdnccrn[r]	-481.69	75592.90	1301.50	-146890.28	149451.71	1.00e-05	1.00e-02
tmndnccrn[r]	-402.57	75592.90	1467.60	-146724.18	149617.81	1.00e-05	1.00e-02
c226coa[r]	-2749.55	51.59	-53.45	-184.26	35.79	1.00e-05	1.00e-02
M00012[r]	-2961.54	43.91	-178.45	-294.20	-104.27	1.00e-05	1.00e-02
M00343[r]	-2948.86	45.55	8.20	-110.77	85.61	1.00e-05	1.00e-02
lnlncgcrn[r]	-548.12	75592.90	1322.05	-146869.73	149472.26	1.00e-05	1.00e-02
dlnlcgcrn[r]	-112.98	22.81	1191.78	1117.38	1224.62	1.00e-05	1.00e-02
dcsptn1coa[r]	-2815.99	49.30	-32.90	-159.21	51.84	1.00e-05	1.00e-02
M00023[r]	-3015.29	44.18	28.75	-87.53	103.47	1.00e-05	1.00e-02
M03047[r]	-3141.82	43.57	163.18	48.10	236.70	1.00e-05	1.00e-02
ttccoa[r]	-3135.47	44.57	256.51	139.47	331.99	1.00e-05	1.00e-02
hexccoa[r]	-3122.79	46.61	443.16	322.12	522.64	1.00e-05	1.00e-02
M02112[r]	-3056.35	47.07	422.61	300.67	503.00	1.00e-05	1.00e-02
tetpent3coa[r]	-2803.30	50.83	153.76	24.44	241.50	1.00e-05	1.00e-02
tettet6coa[r]	-2869.74	48.91	174.31	48.76	258.29	1.00e-05	1.00e-02
ddca[r]	-290.64	12.88	709.68	654.74	723.05	1.00e-05	1.00e-02
M03051[r]	-284.29	14.16	803.00	745.55	818.89	1.00e-05	1.00e-02
ttdca[r]	-277.95	15.45	896.33	836.36	914.74	1.00e-05	1.00e-02
M02745[r]	-211.52	15.00	875.78	816.69	893.31	1.00e-05	1.00e-02
ttdcea[r]	-211.52	15.00	875.78	816.68	893.31	1.00e-05	1.00e-02
M00117[r]	-211.52	15.00	875.78	816.69	893.31	1.00e-05	1.00e-02
ptdca[r]	-271.61	16.74	989.66	927.15	1010.60	1.00e-05	1.00e-02
M01197[r]	-198.83	17.55	1062.44	998.36	1084.95	1.00e-05	1.00e-02
hpdca[r]	-258.92	19.33	1176.31	1108.73	1202.33	1.00e-05	1.00e-02
M00003[r]	-192.49	18.83	1155.76	1089.17	1180.79	1.00e-05	1.00e-02
M01238[r]	-192.49	18.83	1155.76	1089.17	1180.79	1.00e-05	1.00e-02
elaid[r]	-186.15	20.11	1249.09	1179.98	1276.63	1.00e-05	1.00e-02
M00019[r]	-186.15	20.11	1249.09	1179.98	1276.63	1.00e-05	1.00e-02
vacc[r]	-186.15	20.11	1249.09	1179.98	1276.63	1.00e-05	1.00e-02
lneldc[r]	-119.71	20.48	1228.54	1158.71	1256.80	1.00e-05	1.00e-02
M02613[r]	-246.24	21.93	1362.97	1290.29	1394.08	1.00e-05	1.00e-02
arach[r]	-239.90	23.23	1456.30	1381.07	1489.96	1.00e-05	1.00e-02
CE2510[r]	-173.46	22.69	1435.74	1361.59	1468.34	1.00e-05	1.00e-02
M00017[r]	-173.46	22.69	1435.74	1361.59	1468.34	1.00e-05	1.00e-02
M01235[r]	-173.46	22.69	1435.74	1361.58	1468.34	1.00e-05	1.00e-02
M01207[r]	-107.03	22.93	1415.20	1340.56	1448.27	1.00e-05	1.00e-02
M02457[r]	-100.29	24.98	1378.44	1299.79	1415.53	1.00e-05	1.00e-02
M02053[r]	-233.55	24.53	1549.62	1471.85	1585.83	1.00e-05	1.00e-02
doco13ac[r]	-160.78	25.28	1622.40	1543.17	1660.06	1.00e-05	1.00e-02
M01582[r]	-160.78	25.28	1622.40	1543.17	1660.06	1.00e-05	1.00e-02
M03045[r]	-220.87	27.14	1736.28	1653.39	1777.60	1.00e-05	1.00e-02
lgnc[r]	-214.53	28.45	1829.60	1744.16	1873.49	1.00e-05	1.00e-02
nrvnc[r]	-148.09	27.87	1809.05	1724.74	1851.80	1.00e-05	1.00e-02
hexc[r]	-201.84	31.06	2016.26	1925.70	2065.26	1.00e-05	1.00e-02
M03153[r]	-135.41	30.47	1995.71	1906.30	2043.55	1.00e-05	1.00e-02
eicostet[r]	25.84	25.63	1374.09	1294.18	1412.45	1.00e-05	1.00e-02
clpnd[r]	104.96	29.75	1540.20	1452.19	1586.64	1.00e-05	1.00e-02
tetpent3[r]	117.64	31.75	1726.85	1634.93	1777.20	1.00e-05	1.00e-02
crvnc[r]	171.39	32.21	1519.65	1426.83	1570.90	1.00e-05	1.00e-02
M00010[r]	-40.59	23.94	1394.64	1318.02	1429.70	1.00e-05	1.00e-02
M00341[r]	-27.91	26.26	1581.30	1500.13	1620.90	1.00e-05	1.00e-02
adrn[r]	38.52	27.74	1560.75	1476.69	1603.24	1.00e-05	1.00e-02
tettet6[r]	51.21	29.93	1747.41	1659.05	1794.20	1.00e-05	1.00e-02
dcsptn1[r]	104.96	29.75	1540.20	1452.19	1586.64	1.00e-05	1.00e-02
M00008[r]	-107.03	22.93	1415.19	1340.55	1448.27	1.00e-05	1.00e-02
M00021[r]	-94.34	25.42	1601.85	1522.33	1639.80	1.00e-05	1.00e-02
M03047[x]	-3141.82	43.57	72.69	-42.40	146.21	1.00e-05	1.00e-02
CE4855[x]	-2869.74	48.91	90.94	-34.61	174.92	1.00e-05	1.00e-02
M02112[x]	-3056.35	47.07	327.37	205.42	407.75	1.00e-05	1.00e-02
M00049[x]	-3056.35	47.07	327.40	205.45	407.78	1.00e-05	1.00e-02
M00783[x]	-3280.72	45.50	187.96	69.09	265.27	1.00e-05	1.00e-02
CE2245[x]	-3069.04	45.09	145.49	27.42	222.00	1.00e-05	1.00e-02
CE2249[x]	-3293.41	43.49	6.05	-108.88	79.43	1.00e-05	1.00e-02
CE2253[x]	-3260.96	43.97	-46.10	-161.97	28.22	1.00e-05	1.00e-02
CE2242[x]	-3081.72	43.18	-36.41	-150.74	36.35	1.00e-05	1.00e-02
CE2246[x]	-3306.09	41.55	-175.85	-286.99	-106.28	1.00e-05	1.00e-02
CE2250[x]	-3273.64	42.05	-228.00	-340.11	-157.46	1.00e-05	1.00e-02
CE2243[x]	-3094.41	41.35	-218.32	-329.06	-149.14	1.00e-05	1.00e-02
CE2247[x]	-3318.78	39.69	-357.76	-465.24	-291.83	1.00e-05	1.00e-02
CE2251[x]	-3286.33	40.21	-409.90	-518.40	-342.97	1.00e-05	1.00e-02
od2coa[x]	-3107.09	39.61	-400.22	-507.55	-334.46	1.00e-05	1.00e-02
CE2248[x]	-3331.46	37.92	-539.66	-643.68	-477.21	1.00e-05	1.00e-02
HC01415[x]	-3170.52	32.71	-1309.74	-1403.55	-1257.50	1.00e-05	1.00e-02
HC01405[x]	-3394.89	30.94	-1449.18	-1539.52	-1400.41	1.00e-05	1.00e-02
HC01406[x]	-3362.43	31.56	-1501.33	-1592.87	-1451.36	1.00e-05	1.00e-02
HC01407[x]	-3406.58	30.23	-1630.43	-1719.37	-1583.04	1.00e-05	1.00e-02
HC01408[x]	-3374.00	30.96	-1682.11	-1772.47	-1633.32	1.00e-05	1.00e-02
CE2242[m]	-3081.72	43.18	391.68	277.35	464.45	1.00e-05	1.00e-02
CE2246[m]	-3306.09	41.55	263.83	152.70	333.40	1.00e-05	1.00e-02
CE2250[m]	-3273.64	42.05	199.74	87.63	270.28	1.00e-05	1.00e-02
CE2243[m]	-3094.41	41.35	186.03	75.29	255.20	1.00e-05	1.00e-02
CE2247[m]	-3318.78	39.69	58.18	-49.31	124.10	1.00e-05	1.00e-02
CE2251[m]	-3286.33	40.21	-5.92	-114.41	61.01	1.00e-05	1.00e-02
CE2248[m]	-3331.46	37.92	-147.48	-251.49	-85.03	1.00e-05	1.00e-02
3ohodcoa[m]	-3299.01	38.45	-211.57	-316.63	-148.08	1.00e-05	1.00e-02
M00044[m]	-3088.07	42.26	288.86	176.34	359.80	1.00e-05	1.00e-02
M00778[m]	-3312.43	40.61	161.01	51.72	228.73	1.00e-05	1.00e-02
M00873[m]	-3279.98	41.12	96.91	-13.37	165.63	1.00e-05	1.00e-02
M00054[m]	-3100.75	40.47	83.20	-25.81	150.64	1.00e-05	1.00e-02
M00790[m]	-3325.12	38.80	-44.65	-150.38	19.51	1.00e-05	1.00e-02
M00887[m]	-3292.67	39.32	-108.74	-215.50	-43.56	1.00e-05	1.00e-02
M00046[m]	-3113.44	38.78	-122.46	-228.15	-58.33	1.00e-05	1.00e-02
M00780[m]	-3337.80	37.07	-250.31	-352.66	-189.51	1.00e-05	1.00e-02
M00875[m]	-3305.35	37.62	-314.40	-417.81	-252.55	1.00e-05	1.00e-02
M00061[m]	-3126.12	37.19	-328.11	-430.70	-267.09	1.00e-05	1.00e-02
M00795[m]	-3350.49	35.46	-455.96	-555.16	-398.33	1.00e-05	1.00e-02
M00897[m]	-3318.04	36.02	-520.05	-620.35	-461.32	1.00e-05	1.00e-02
M00069[m]	-3138.81	35.73	-533.77	-633.49	-475.61	1.00e-05	1.00e-02
M00804[m]	-3363.17	33.98	-661.62	-757.91	-606.89	1.00e-05	1.00e-02
M00909[m]	-3330.72	34.56	-725.71	-823.13	-669.85	1.00e-05	1.00e-02
M00071[m]	-3151.49	34.41	-739.42	-836.55	-683.86	1.00e-05	1.00e-02
M00806[m]	-3375.86	32.64	-867.27	-960.94	-815.17	1.00e-05	1.00e-02
M00911[m]	-3343.41	33.23	-931.37	-1026.19	-878.10	1.00e-05	1.00e-02
M00056[m]	-3164.18	33.24	-945.08	-1039.91	-891.81	1.00e-05	1.00e-02
M00792[m]	-3388.54	31.46	-1072.93	-1164.28	-1023.13	1.00e-05	1.00e-02
M00889[m]	-3356.09	32.07	-1137.02	-1229.57	-1086.04	1.00e-05	1.00e-02
M00048[m]	-3176.86	32.24	-1150.73	-1243.61	-1099.42	1.00e-05	1.00e-02
M00782[m]	-3401.23	30.47	-1278.58	-1367.99	-1230.74	1.00e-05	1.00e-02
M00877[m]	-3368.78	31.09	-1342.68	-1433.30	-1293.62	1.00e-05	1.00e-02
M00063[m]	-3189.55	31.43	-1356.39	-1447.68	-1306.67	1.00e-05	1.00e-02
M00797[m]	-3413.91	29.67	-1484.27	-1572.11	-1437.99	1.00e-05	1.00e-02
M00899[m]	-3381.46	30.30	-1548.31	-1637.38	-1500.80	1.00e-05	1.00e-02
CE5154[m]	-3015.29	44.18	361.63	245.35	436.35	1.00e-05	1.00e-02
CE5153[m]	-3239.66	42.21	233.78	121.37	304.64	1.00e-05	1.00e-02
CE5152[m]	-3207.21	42.86	169.69	56.00	241.82	1.00e-05	1.00e-02
CE5150[m]	-3027.97	42.44	155.98	43.11	227.28	1.00e-05	1.00e-02
CE5148[m]	-3252.34	40.42	28.13	-80.79	95.48	1.00e-05	1.00e-02
CE5144[m]	-3219.89	41.10	-35.97	-146.21	32.71	1.00e-05	1.00e-02
M03019[m]	-3053.34	39.24	-255.34	-361.95	-190.30	1.00e-05	1.00e-02
M00172[m]	-3277.71	37.16	-383.18	-485.70	-322.23	1.00e-05	1.00e-02
M00849[m]	-3245.26	37.87	-447.25	-551.17	-384.89	1.00e-05	1.00e-02
M03022[m]	-3066.03	37.82	-460.96	-564.78	-398.71	1.00e-05	1.00e-02
M01573[m]	-3290.40	35.70	-588.84	-688.50	-530.75	1.00e-05	1.00e-02
M00885[m]	-3257.95	36.44	-652.87	-753.99	-593.32	1.00e-05	1.00e-02
M03014[m]	-3027.97	42.44	155.98	43.11	227.28	1.00e-05	1.00e-02
M00702[m]	-3252.34	40.42	28.13	-80.79	95.48	1.00e-05	1.00e-02
M00843[m]	-3219.89	41.10	-35.97	-146.21	32.71	1.00e-05	1.00e-02
M03024[m]	-3040.66	40.79	-49.68	-159.31	18.39	1.00e-05	1.00e-02
M00170[m]	-3265.03	38.74	-177.53	-283.14	-113.48	1.00e-05	1.00e-02
M00841[m]	-3232.58	39.43	-241.62	-348.60	-176.21	1.00e-05	1.00e-02
M03016[x]	-2989.92	47.91	309.22	185.63	391.25	1.00e-05	1.00e-02
M00715[x]	-3288.33	47.92	95.73	-27.89	177.79	1.00e-05	1.00e-02
M00879[x]	0.00	100000.00	3296.70	-192732.99	199284.83	1.00e-05	1.00e-02
CE5158[x]	-3002.61	46.01	127.32	7.45	205.61	1.00e-05	1.00e-02
CE5157[x]	-3226.97	44.08	-12.12	-128.20	62.39	1.00e-05	1.00e-02
CE5156[x]	-3194.52	44.70	-64.27	-181.58	11.47	1.00e-05	1.00e-02
CE5155[x]	-3081.72	43.18	-36.44	-150.77	36.32	1.00e-05	1.00e-02
CE5154[x]	-3015.29	44.18	-54.59	-170.87	20.13	1.00e-05	1.00e-02
CE5153[x]	-3239.66	42.21	-194.03	-306.44	-123.17	1.00e-05	1.00e-02
CE5152[x]	-3207.21	42.86	-246.18	-359.87	-174.05	1.00e-05	1.00e-02
CE5151[x]	-3094.41	41.35	-218.35	-329.08	-149.17	1.00e-05	1.00e-02
CE5150[x]	-3027.97	42.44	-236.49	-349.36	-165.19	1.00e-05	1.00e-02
CE5148[x]	-3252.34	40.42	-375.93	-484.85	-308.58	1.00e-05	1.00e-02
CE5144[x]	-3219.89	41.10	-428.08	-538.32	-359.41	1.00e-05	1.00e-02
HC10856[x]	-3040.66	40.79	-418.40	-528.03	-350.33	1.00e-05	1.00e-02
HC10857[x]	-3265.03	38.74	-557.84	-663.45	-493.79	1.00e-05	1.00e-02
HC10858[x]	-3184.91	100000.00	-1746.80	-197776.50	194241.33	1.00e-05	1.00e-02
M01191[x]	-3119.78	37.97	-582.17	-686.28	-519.63	1.00e-05	1.00e-02
M03019[x]	-3053.34	39.24	-600.33	-706.94	-535.29	1.00e-05	1.00e-02
M00172[x]	-3277.71	37.16	-739.74	-842.25	-678.79	1.00e-05	1.00e-02
M00849[x]	-3245.26	37.87	-791.89	-895.81	-729.53	1.00e-05	1.00e-02
M01141[x]	-3132.46	36.44	-764.05	-865.17	-704.49	1.00e-05	1.00e-02
M03022[x]	-3066.03	37.82	-781.91	-885.73	-719.66	1.00e-05	1.00e-02
M01573[x]	-3290.40	35.70	-921.65	-1021.31	-863.56	1.00e-05	1.00e-02
M00885[x]	-3257.95	36.44	-973.79	-1074.91	-914.25	1.00e-05	1.00e-02
CE5116[m]	-2895.11	45.73	95.87	-23.44	173.62	1.00e-05	1.00e-02
CE5114[m]	-2895.11	45.73	95.87	-23.44	173.62	1.00e-05	1.00e-02
CE4791[m]	-3119.47	43.12	-31.98	-146.19	40.67	1.00e-05	1.00e-02
CE4793[m]	-3087.02	44.07	-96.07	-212.14	-21.57	1.00e-05	1.00e-02
CE2437[m]	-2907.79	44.29	-109.78	-226.27	-34.86	1.00e-05	1.00e-02
CE2438[m]	-3132.16	41.64	-237.63	-348.93	-167.90	1.00e-05	1.00e-02
CE2439[m]	-3099.71	42.61	-301.66	-414.87	-230.02	1.00e-05	1.00e-02
CE2440[m]	-2986.91	40.92	-285.39	-395.29	-217.06	1.00e-05	1.00e-02
CE2441[m]	-2920.48	42.96	-315.44	-429.32	-243.12	1.00e-05	1.00e-02
ac[x]	-366.69	4.11	-239.78	-277.53	-243.60	1.00e-05	1.00e-02
M01454[r]	-985.28	250713.28	2320.15	-489107.56	493706.29	1.00e-05	1.00e-02
M01455[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01456[r]	-899.82	250713.28	2579.58	-488848.13	493965.73	1.00e-05	1.00e-02
M01457[r]	0.00	100000.00	3740.35	-192289.34	199728.48	1.00e-05	1.00e-02
M01458[r]	-966.25	250713.28	2600.13	-488827.58	493986.28	1.00e-05	1.00e-02
M01460[r]	0.00	100000.00	3566.38	-192463.31	199554.51	1.00e-05	1.00e-02
M01461[r]	-887.13	250713.28	2766.24	-488661.48	494152.38	1.00e-05	1.00e-02
M01462[r]	-953.57	250713.28	2786.79	-488640.92	494172.93	1.00e-05	1.00e-02
M01463[r]	0.00	100000.00	3566.38	-192463.31	199554.51	1.00e-05	1.00e-02
M01464[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01465[r]	-940.88	250713.28	2973.44	-488454.27	494359.59	1.00e-05	1.00e-02
M01466[r]	-621.39	250713.28	2684.03	-488743.68	494070.18	1.00e-05	1.00e-02
M01467[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01468[r]	-700.51	250713.28	2517.93	-488909.78	493904.08	1.00e-05	1.00e-02
M01469[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01470[r]	0.00	100000.00	3044.47	-192985.22	199032.60	1.00e-05	1.00e-02
M01471[r]	0.00	100000.00	3479.40	-192550.29	199467.52	1.00e-05	1.00e-02
M01472[r]	0.00	100000.00	3566.38	-192463.31	199554.51	1.00e-05	1.00e-02
M01473[r]	0.00	100000.00	3131.46	-192898.23	199119.58	1.00e-05	1.00e-02
M01474[r]	0.00	100000.00	3305.43	-192724.26	199293.55	1.00e-05	1.00e-02
M01475[r]	-687.83	250713.28	2704.58	-488723.13	494090.73	1.00e-05	1.00e-02
M01476[r]	-754.26	250713.28	2725.13	-488702.58	494111.28	1.00e-05	1.00e-02
M01477[r]	0.00	100000.00	3218.44	-192811.25	199206.57	1.00e-05	1.00e-02
M01479[r]	0.00	100000.00	3044.47	-192985.22	199032.60	1.00e-05	1.00e-02
M01480[r]	0.00	100000.00	3305.43	-192724.26	199293.55	1.00e-05	1.00e-02
M01481[r]	0.00	100000.00	3479.40	-192550.29	199467.52	1.00e-05	1.00e-02
M01482[r]	0.00	100000.00	3566.38	-192463.31	199554.51	1.00e-05	1.00e-02
M01483[r]	0.00	100000.00	3653.37	-192376.32	199641.49	1.00e-05	1.00e-02
M01484[r]	0.00	100000.00	3566.38	-192463.31	199554.51	1.00e-05	1.00e-02
M01485[r]	0.00	100000.00	3305.43	-192724.26	199293.55	1.00e-05	1.00e-02
M01486[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01487[r]	-1004.30	250713.27	2040.17	-489387.54	493426.31	1.00e-05	1.00e-02
M01489[r]	0.00	100000.00	3392.41	-192637.28	199380.54	1.00e-05	1.00e-02
M01490[r]	-833.38	250713.28	2559.03	-488868.68	493945.18	1.00e-05	1.00e-02
M01491[r]	-1020.00	250713.28	2807.34	-488620.37	494193.48	1.00e-05	1.00e-02
M01492[r]	-1032.68	250713.28	2620.68	-488807.03	494006.83	1.00e-05	1.00e-02
M01494[r]	0.00	100000.00	3740.35	-192289.34	199728.48	1.00e-05	1.00e-02
M01495[r]	-1051.71	250713.28	2340.70	-489087.01	493726.84	1.00e-05	1.00e-02
M01496[r]	0.00	100000.00	4175.28	-191854.41	200163.40	1.00e-05	1.00e-02
M01497[r]	0.00	100000.00	4088.29	-191941.40	200076.42	1.00e-05	1.00e-02
M01498[r]	-1083.42	250713.27	1874.06	-489553.64	493260.21	1.00e-05	1.00e-02
M01501[r]	-1070.74	250713.27	2060.72	-489366.99	493446.86	1.00e-05	1.00e-02
M01502[r]	-1039.03	250713.28	2527.36	-488900.35	493913.50	1.00e-05	1.00e-02
M01506[r]	-1064.40	250713.28	2154.05	-489273.66	493540.19	1.00e-05	1.00e-02
M01508[r]	0.00	100000.00	4001.31	-192028.38	199989.43	1.00e-05	1.00e-02
M01509[r]	0.00	100000.00	3914.32	-192115.37	199902.45	1.00e-05	1.00e-02
M01510[r]	0.00	100000.00	3044.47	-192985.22	199032.60	1.00e-05	1.00e-02
amp[n]	-1034.53	9.06	-512.90	-560.34	-507.02	1.00e-05	1.00e-02
HC01609[c]	-2256.05	400000.03	-690.35	-784720.09	783297.83	1.00e-05	1.00e-02
nadh[e]	-2268.71	22.17	-1062.35	-1135.49	-1030.77	1.00e-05	1.00e-02
dsT_antigen[c]	-586.96	5.55	-152.03	-192.61	-153.02	1.00e-05	1.00e-02
ocdca[r]	-252.58	20.63	1269.64	1199.51	1298.20	1.00e-05	1.00e-02
M00245[c]	-344.60	26.72	90.00	7.93	130.50	1.00e-05	1.00e-02
h2co3[e]	0.00	100000.00	-0.12	-196029.80	195988.01	1.00e-05	1.00e-02
dhlam[c]	-115.03	24.69	624.33	546.25	660.84	1.00e-05	1.00e-02
pail5p_hs[g]	0.00	100000.00	570.02	-195459.67	196558.14	1.00e-05	1.00e-02
coucoa[c]	-3465.88	46.96	-1639.42	-1761.14	-1559.26	1.00e-05	1.00e-02
4hbzcoa[c]	-3319.91	31.12	-1754.52	-1845.21	-1705.39	1.00e-05	1.00e-02
M00658[m]	504.51	87.15	4749.79	4549.29	4908.72	1.00e-05	1.00e-02
M01165[m]	500.27	88.76	4842.06	4638.40	5004.16	1.00e-05	1.00e-02
M00770[m]	303.48	90.18	4645.27	4438.84	4810.14	1.00e-05	1.00e-02
peplys[c]	0.00	100000.00	43.49	-195986.20	196031.62	1.00e-05	1.00e-02
M00213[c]	0.00	100000.00	652.39	-195377.30	196640.51	1.00e-05	1.00e-02
Ndmelys[c]	0.00	100000.00	301.49	-195728.20	196289.61	1.00e-05	1.00e-02
Ntmelys[c]	0.00	100000.00	428.26	-195601.43	196416.39	1.00e-05	1.00e-02
M01871[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
M01872[g]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
M01872[e]	0.00	100000.00	0.00	-196029.69	195988.12	1.00e-05	1.00e-02
sTn_antigen[c]	0.00	100000.00	1304.03	-194725.66	197292.16	1.00e-05	1.00e-02
Ser_Gly_Ala_X_Gly[c]	0.00	100000.00	43.49	-195986.20	196031.62	1.00e-05	1.00e-02
doldp_L[c]	-1685.91	43.71	312.86	197.49	386.67	1.00e-05	1.00e-02
M01869[g]	0.00	100000.00	5190.12	-190839.57	201178.25	1.00e-05	1.00e-02
M01870[g]	0.00	100000.00	5689.91	-190339.78	201678.04	1.00e-05	1.00e-02
M01870[e]	0.00	100000.00	6612.64	-189417.05	202600.77	1.00e-05	1.00e-02
Ser_Gly_Ala_X_Gly[g]	0.00	100000.00	38.45	-195991.24	196026.57	1.00e-05	1.00e-02
M00673[c]	-19.66	10.39	371.77	321.71	380.27	1.00e-05	1.00e-02
M01389[c]	-1756.44	5.91	-1278.30	-1319.57	-1278.58	1.00e-05	1.00e-02
ditp[e]	-2850.37	15.76	-2361.45	-2422.03	-2342.42	1.00e-05	1.00e-02
HC01361[c]	-316.91	100000.01	248.45	-195781.25	196236.59	1.00e-05	1.00e-02
hnifedipine[e]	-338.51	100000.01	465.73	-195563.98	196453.87	1.00e-05	1.00e-02
HC02057[r]	0.00	100000.00	260.95	-195768.73	196249.08	1.00e-05	1.00e-02
M02446[c]	0.00	100000.00	3131.46	-192898.23	199119.58	1.00e-05	1.00e-02
M02446[e]	0.00	100000.00	3216.96	-192812.73	199205.09	1.00e-05	1.00e-02
M02447[c]	-4249.84	28.40	-1553.31	-1638.67	-1509.52	1.00e-05	1.00e-02
M02447[e]	-4249.84	28.40	-1479.68	-1565.04	-1435.89	1.00e-05	1.00e-02
M02449[c]	0.00	100000.00	2261.61	-193768.08	198249.73	1.00e-05	1.00e-02
M02449[e]	0.00	100000.00	2323.36	-193706.33	198311.49	1.00e-05	1.00e-02
M02451[c]	-2912.23	17.84	-1085.55	-1150.21	-1062.46	1.00e-05	1.00e-02
