Var1 Var2 Var3
RE3258R_b -0.500789436 0.434021701
RE3259C_b -0.123442928 0.781545966
RE3259R_b -0.500789436 0.434021701
RE3268R_b NaN 0
RE3269C_b -0.954797115 0.006627842
RE3270C_b NaN 0
RE3272N_b NaN 0
RE3273C_b -0.284075861 0.260712511
RE3273G_b -2.873940878 9.55e-05
RE3273R_b -2.873940878 9.55e-05
RE3295C_b NaN 0
RE3301C_b -0.284075861 0.260712511
RE3301G_b -2.873940878 9.55e-05
RE3301R_b -2.873940878 9.55e-05
RE3307C_b NaN 0
RE3307M_b NaN 0
RE3307X_b NaN 0
RE3308C_b NaN 0
RE3308M_b NaN 0
RE3308R_b NaN 0
RE3308X_b NaN 0
RE3310C_b NaN 0
RE3310R_b NaN 0
RE3326M_b -1.258925482 0.043404227
RE3335C_b NaN 0
RE3335M_b NaN 0
RE3335R_b 0.229716005 0.824115339
RE3335X_b 0.229716005 0.824115339
RE3336M_b -0.663886617 0.063137759
RE3336X_b NaN 0
RE3337M_b -0.52877746 0.319915939
RE3337X_b -2.242310237 0.00285798
RE3338C_b 1.617119384 0.007529041
RE3338M_b 1.617119384 0.007529041
RE3338X_b -0.522296027 0.110571098
RE3339C_b NaN 0
RE3339M_b NaN 0
RE3339X_b NaN 0
RE3340C_b 1.617119384 0.007529041
RE3340M_b 1.617119384 0.007529041
RE3340X_b -0.522296027 0.110571098
RE3342M_b -0.663886617 0.063137759
RE3342X_b NaN 0
RE3343C_b NaN 0
RE3343M_b NaN 0
RE3343X_b NaN 0
RE3344M_b -0.52877746 0.319915939
RE3344X_b -2.242310237 0.00285798
RE3345C_b NaN 0
RE3345M_b NaN 0
RE3345R_b 0.229716005 0.824115339
RE3345X_b 0.229716005 0.824115339
RE3346C_b NaN 0
RE3346R_b NaN 0
RE3347C_b NaN 0
RE3352C_b NaN 0
RE3372C_b NaN 0
RE3378C_b NaN 0
RE3381C_b -1.968578479 0.114590867
RE3381E_b -1.968578479 0.114590867
RE3381L_b 0.587361375 0.158934963
RE3383M_b -0.663886617 0.063137759
RE3384M_b -0.663886617 0.063137759
RE3386M_b -0.52877746 0.319915939
RE3387M_b 1.617119384 0.007529041
RE3388M_b -0.663886617 0.063137759
RE3390M_b -0.52877746 0.319915939
RE3391M_b -0.621672776 0.20427016
RE3392M_b -0.621672776 0.20427016
RE3393M_b 1.617119384 0.007529041
RE3394M_b -0.663886617 0.063137759
RE3396M_b -0.663886617 0.063137759
RE3398M_b -0.52877746 0.319915939
RE3399M_b 1.617119384 0.007529041
RE3400M_b -0.663886617 0.063137759
RE3401M_b -0.52877746 0.319915939
RE3402M_b 1.617119384 0.007529041
RE3403M_b -0.621672776 0.20427016
RE3404M_b -0.621672776 0.20427016
RE3408C_b NaN 0
RE3410C_b NaN 0
RE3411C_b NaN 0
RE3413C_b NaN 0
RE3414C_b NaN 0
RE3415C_b NaN 0
RE3417C_b NaN 0
RE3420C_b NaN 0
RE3421M_b NaN 0
RE3421R_b NaN 0
RE3422C_b NaN 0
RE3423C_b NaN 0
RE3430C_b NaN 0
RE3430M_b NaN 0
RE3430X_b NaN 0
RE3431C_b NaN 0
RE3432C_b NaN 0
RE3432M_b NaN 0
RE3432X_b NaN 0
RE3437C_b NaN 0
RE3443M_b -0.663886617 0.063137759
RE3443X_b NaN 0
RE3444C_b NaN 0
RE3444M_b NaN 0
RE3444X_b NaN 0
RE3446C_b NaN 0
RE3446M_b NaN 0
RE3446R_b 0.229716005 0.824115339
RE3446X_b 0.229716005 0.824115339
RE3447M_b -0.52877746 0.319915939
RE3447X_b -2.242310237 0.00285798
RE3448C_b 1.617119384 0.007529041
RE3448M_b 1.617119384 0.007529041
RE3448X_b -0.522296027 0.110571098
RE3449C_b NaN 0
RE3450C_b NaN 0
RE3452C_b NaN 0
RE3453C_b NaN 0
RE3456C_b NaN 0
RE3458C_b NaN 0
RE3459C_b NaN 0
RE3469C_b NaN 0
RE3470C_b NaN 0
RE3470M_b NaN 0
RE3470X_b NaN 0
RE3476C_b NaN 0
RE3476M_b NaN 0
RE3476X_b NaN 0
RE3486C_b NaN 0
RE3490C_b NaN 0
RE3491C_b NaN 0
RE3493C_b NaN 0
RE3494C_b NaN 0
RE3495C_b NaN 0
RE3496C_b NaN 0
RE3496N_b 0.292160495 0.281119503
RE3499C_b NaN 0
RE3500C_b -0.123442928 0.781545966
RE3500R_b -0.500789436 0.434021701
RE3500X_b -0.123442928 0.781545966
RE3502C_b NaN 0
RE3502X_b NaN 0
RE3515C_b NaN 0
RE3519C_b -0.123442928 0.781545966
RE3519R_b -0.500789436 0.434021701
RE3519X_b -0.123442928 0.781545966
RE3520C_b NaN 0
RE3520E_b NaN 0
RE3520M_b NaN 0
RE3520N_b NaN 0
RE3521C_b NaN 0
RE3521M_b 1.53643481 0.005312012
RE3521R_b 0.345362584 0.324122885
RE3521X_b NaN 0
RE3524R_b NaN 0
RE3532C_b NaN 0
RE3532M_b 1.53643481 0.005312012
RE3532R_b 0.345362584 0.324122885
RE3533C_b NaN 0
RE3533M_b 1.53643481 0.005312012
RE3533R_b 0.345362584 0.324122885
RE3534C_b NaN 0
RE3534M_b 1.53643481 0.005312012
RE3534R_b 0.345362584 0.324122885
RE3535R_b NaN 0
RE3536C_b NaN 0
RE3537C_b NaN 0
RE3551X_b NaN 0
RE3552X_b NaN 0
RE3554C_b NaN 0
RE3554M_b 1.53643481 0.005312012
RE3554R_b 0.345362584 0.324122885
RE3556C_b NaN 0
RE3557C_b NaN 0
RE3557M_b 1.53643481 0.005312012
RE3557R_b 0.345362584 0.324122885
RE3559M_b -0.663886617 0.063137759
RE3559X_b NaN 0
RE3560C_b NaN 0
RE3560M_b NaN 0
RE3560X_b NaN 0
RE3562C_b NaN 0
RE3562M_b NaN 0
RE3562R_b 0.229716005 0.824115339
RE3562X_b 0.229716005 0.824115339
RE3563M_b -0.52877746 0.319915939
RE3563X_b -2.242310237 0.00285798
RE3564C_b 1.617119384 0.007529041
RE3564M_b 1.617119384 0.007529041
RE3564X_b -0.522296027 0.110571098
RE3565C_b NaN 0
RE3566C_b NaN 0
RE3567C_b NaN 0
RE3568C_b NaN 0
RE3570C_b NaN 0
RE3572X_b -0.522296027 0.110571098
RE3573X_b -0.522296027 0.110571098
RE3574X_b NaN 0
RE3575X_b NaN 0
RE3577X_b 0.229716005 0.824115339
RE3578X_b -2.242310237 0.00285798
RE3581X_b NaN 0
RE3582X_b -2.242310237 0.00285798
RE3583X_b -2.242310237 0.00285798
RE3586X_b NaN 0
RE3587C_b NaN 0
RE3587N_b 0.292160495 0.281119503
RE3596C_b NaN 0
RE3596M_b NaN 0
RE3596X_b NaN 0
RE3597C_b NaN 0
RE3597M_b NaN 0
RE3597X_b NaN 0
RE3630C_b NaN 0
RE3631C_b NaN 0
RE3633C_b NaN 0
RE3636C_b NaN 0
RN0021C_b -0.123442928 0.781545966
RN0021R_b -0.500789436 0.434021701
RN0021X_b -0.123442928 0.781545966
RN0022C_b -0.123442928 0.781545966
RN0022R_b -0.500789436 0.434021701
RN0022X_b -0.123442928 0.781545966
RN0023C_b -0.123442928 0.781545966
RN0023R_b -0.500789436 0.434021701
RN0023X_b -0.123442928 0.781545966
RN0028C_b -0.123442928 0.781545966
RN0028R_b -0.500789436 0.434021701
RN0028X_b -0.123442928 0.781545966
RN0031C_b -0.123442928 0.781545966
RN0031R_b -0.500789436 0.434021701
RN0031X_b -0.123442928 0.781545966
ADPCOACROT_b 0.099532522 0.880731137
C100CPT1_b -0.814654505 0.046882112
C101CPT1_b -0.814654505 0.046882112
C102CPT1_b -0.814654505 0.046882112
C10DCc_b -0.814654505 0.046882112
C10OHc_b -0.814654505 0.046882112
C120CPT1_b -0.814654505 0.046882112
C121CPT1_b -0.814654505 0.046882112
C12OHc_b -0.814654505 0.046882112
C141CPT1_b -0.814654505 0.046882112
C141OHc_b -0.814654505 0.046882112
C142CPT1_b -0.814654505 0.046882112
C142OHc_b -0.814654505 0.046882112
C14OHc_b -0.814654505 0.046882112
C161OHc_b -0.814654505 0.046882112
C162OHc_b -0.814654505 0.046882112
C16DCc_b -0.814654505 0.046882112
C16OHc_b -0.814654505 0.046882112
C181OHc_b -0.814654505 0.046882112
C182OHc_b -0.814654505 0.046882112
C18OHc_b -0.814654505 0.046882112
C40CPT1_b -0.814654505 0.046882112
C4CRNCPT2_b NaN 0
C4OHc_b -0.814654505 0.046882112
C4x_b 0.099532522 0.880731137
C50CPT1_b -0.814654505 0.046882112
C51CPT1_b -0.814654505 0.046882112
C60CPT1_b -0.814654505 0.046882112
C6COAt_b 0.099532522 0.880731137
C6DCc_b -0.814654505 0.046882112
C80CPT1_b -0.814654505 0.046882112
C81CPT1_b -0.814654505 0.046882112
C8DCc_b -0.814654505 0.046882112
FAOXC12DCc_b -0.814654505 0.046882112
FAOXC12DCx_b 0.099532522 0.880731137
FAOXC3DC_b -0.814654505 0.046882112
FAOXC4C4DCc_b -0.814654505 0.046882112
FAOXC5C5DCc_b -0.814654505 0.046882112
FAOXC5OHc_b -0.814654505 0.046882112
OCD11COACPT1_b NaN 0
OCD11CRNCPT2_b NaN 0
OCTDECCPT1_b -0.814654505 0.046882112
OCTDECCPT2_b NaN 0
SEBCOACROT_b 0.099532522 0.880731137
SUBERCROT_b 0.099532522 0.880731137
SUCCCROT_b 0.099532522 0.880731137
ALAALACNc_b NaN 0
GLYGLYCNc_b NaN 0
GLYLEUHYDROc_b 0.496397046 0.504722362
GLYPROPRO1c_b -0.788284541 0.03115982
GLYSARCNc_b -0.195816341 0.62818621
LEULEULAPc_b -0.759806842 0.077536121
PROGLYPRO1c_b -0.788284541 0.03115982
GLYPHEHYc_b NaN 0
IPDDI_b 0.493003118 0.11718452
LEUGLYHYc_b NaN 0
MDHx_b NaN 0
PTPATe_b NaN 0
SFCYSc_b NaN 0
10FTHFtl_b NaN 0
10FTHFtm_b NaN 0
11DOCRTSLtm_b NaN 0
11DOCRTSLtr_b NaN 0
11DOCRTSTRNtm_b NaN 0
11DOCRTSTRNtr_b NaN 0
24NPHte_b NaN 0
2HBt2_b 2.273620473 0.008483185
2HCO3_NAt_b 0.31905208 0.566682141
2MCITt_b NaN 0
2OXOADPTm_b -0.585165429 0.317002097
34DHOXPEGt_b NaN 0
34DHPHEt_b -1.703311851 0.028939969
35CGMPtn_b NaN 0
3MLDAt_b NaN 0
3SALAASPm_b 0.51389724 0.308046264
4ABUTtm_b NaN 0
4HDEBRISOQUINEte_b NaN 0
4MPTNLte_b NaN 0
4MPTNLtm_b NaN 0
4MPTNLtr_b NaN 0
4MTOLBUTAMIDEte_b NaN 0
4NPHSFte_b NaN 0
4NPHte_b NaN 0
5ADTSTSTERONEGLCtr_b NaN 0
5ADTSTSTERONESte_b NaN 0
5ADTSTSTERONEte_b NaN 0
5ADTSTSTERONEtr_b NaN 0
5AOPtm_b NaN 0
5FTHFt2_b 0.976318539 0.063846765
5HOMEPRAZOLEte_b NaN 0
5MTHFt2_b 0.976318539 0.063846765
6HTSTSTERONEte_b NaN 0
6HTSTSTERONEtr_b NaN 0
7DHCHSTEROLtr_b NaN 0
ABUTt2r_b -1.150939037 0.054337766
ABUTt2rL_b -1.150939037 0.054337766
ABUTt4_2_r_b 3.362632159 0.066566374
ACACt2_b -0.81173855 0.213973073
ACACtx_b NaN 0
ACALDt_b NaN 0
ACALDtm_b NaN 0
ACALDtr_b NaN 0
ACALDtx_b NaN 0
ACCOAgt_b 0.696243854 0.011713851
ACCOAtn_b NaN 0
ACCOAtr_b 0.696243854 0.011713851
ACETONEt2_b 2.273620473 0.008483185
ACGAGBSIDEtg_b NaN 0
ACGAGBSIDEtl_b NaN 0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte_b NaN 0
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg_b NaN 0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
ACGALtlg_b NaN 0
ACGBGBSIDEtg_b NaN 0
ACGBGBSIDEtl_b NaN 0
ACHtn_b NaN 0
ACN13ACNGALGBSIDEte_b NaN 0
ACN13ACNGALGBSIDEtg_b NaN 0
ACN23ACNGALGBSIDEte_b NaN 0
ACN23ACNGALGBSIDEtg_b NaN 0
ACNACNGAL14ACGLCGALGLUSIDEte_b NaN 0
ACNACNGAL14ACGLCGALGLUSIDEtg_b NaN 0
ACNACNGALGBSIDEte_b NaN 0
ACNACNGALGBSIDEtg_b NaN 0
ACNAMlt_b -0.240138869 0.548504686
ACNGALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
ACt2m_b NaN 0
ACt2r_b NaN 0
ACtg_b NaN 0
ADEt_b 1.700532259 0.003828392
ADEtl_b 0.516888322 0.204862474
ADHAPtx_b NaN 0
ADNt_b 1.700532259 0.003828392
ADNtl_b 0.516888322 0.204862474
ADNtm_b -0.260016313 0.657497297
ADPtx_b NaN 0
ADRNCOAtx_b NaN 0
ADRNt_b NaN 0
AFLATOXINte_b NaN 0
AGPex_b NaN 0
AHANDROSTANGLCtr_b NaN 0
AHCYStn_b NaN 0
AHCYStr_b NaN 0
AK2LGCHOLt_b NaN 0
AKGMALtm_b 1.866645327 0.002076945
AKGt4_3_b 0.343656212 0.662355789
AKGtp_b NaN 0
ALADGLNexR_b -8.215998616 1.11e-05
ALADGLYexR_b -8.215998616 1.11e-05
ALAGLNexR_b -8.215998616 1.11e-05
ALAGLYexR_b -8.215998616 1.11e-05
ALAt2r_b -1.150939037 0.054337766
ALAt2rL_b -1.150939037 0.054337766
ALAtN1_b 1.042961299 0.106778663
ALDSTRNte_b NaN 0
ALDSTRNtm_b NaN 0
AMETr_b NaN 0
AMETt2m_b -0.384527281 0.276561466
AMETtn_b NaN 0
AMPtp_b NaN 0
AMPtr_b NaN 0
ANDRSTRNGLCtr_b NaN 0
ANDRSTRNte_b NaN 0
ANDRSTRNtr_b NaN 0
ANTIPYRENEte_b NaN 0
APNNOXte_b NaN 0
APPNNte_b NaN 0
APRGSTRNte_b NaN 0
ARAB_Lt_b NaN 0
ARACHCOAtx_b NaN 0
ARACHDCOAtx_b NaN 0
ARACHDt2_b 2.196830551 0.002051168
ARACHDtr_b NaN 0
ARGtm_b 0.945344059 0.060074964
ASCBt_b NaN 0
ASCBt4_b 2.526168852 0.015157145
ASNtN1_b 1.042961299 0.106778663
Asn_X_Ser_Thrtr_b NaN 0
ASPDxt_b NaN 0
ATP1ter_b NaN 0
ATP2ter_b NaN 0
ATPtn_b NaN 0
ATPtx_b NaN 0
BALAtmr_b NaN 0
BHBt_b NaN 0
BHBtm_b NaN 0
BILDGLCURt_b NaN 0
BILDGLCURtr_b NaN 0
BILGLCURt_b NaN 0
BILGLCURtr_b NaN 0
BILIRUBt2_b NaN 0
BILIRUBtr_b NaN 0
BIOCYTtn_b NaN 0
BTNt2_b -0.81173855 0.213973073
BTNt2m_b -0.81173855 0.213973073
BTNtn_b NaN 0
BUTt2m_b -0.81173855 0.213973073
BUTt2r_b -0.81173855 0.213973073
BZt_b NaN 0
BZtr_b NaN 0
C226COAtx_b NaN 0
CAROtr_b NaN 0
CARVEOLte_b NaN 0
CAt7r_b 6.323836367 0.000679889
CBPter_b NaN 0
CDPDAGtm_b NaN 0
CERT1gt_b -1.231220529 0.030874625
CERT1rt_b -1.231220529 0.030874625
CERT2gt_b -1.231220529 0.030874625
CERT2rt_b -1.231220529 0.030874625
CHLtm_b NaN 0
CHOLATEt_b -5.037320137 0.03181082
CHOLPtg_b NaN 0
CHOLPtl_b NaN 0
CHOLt4_b -0.899500391 0.391192769
CHOLtg_b NaN 0
CHOLtn_b NaN 0
CHOLtr_b NaN 0
CHOLtu_b 1.484954824 0.011442921
CHSTEROLt1_b 0.520921249 0.180632677
CHSTEROLt2_b NaN 0
CHSTEROLt3_b NaN 0
CITRtm_b 0.945344059 0.060074964
CITt4_2_b -2.877262212 0.156860486
CITtam_b 0.370232662 0.435586439
CITtbm_b 0.370232662 0.435586439
CLPNDCOAtx_b NaN 0
CLPNDt_b NaN 0
CMPACNAtg_b 0.950765791 0.022820245
CO2t_b NaN 0
CO2ter_b NaN 0
CO2tg_b NaN 0
CO2tm_b NaN 0
CO2tn_b NaN 0
CO2tp_b NaN 0
COAtg_b NaN 0
COAtl_b NaN 0
COAtm_b -0.928163244 0.01008123
COAtn_b NaN 0
COAtp_b NaN 0
COAtr_b NaN 0
COt_b NaN 0
COUMARINte_b NaN 0
CREATt4_2_r_b 0.989075251 0.06845677
CRMPte_b NaN 0
CRNt_b 1.484954824 0.011442921
CRNtx_b NaN 0
CRTSLt_b NaN 0
CRTSLtm_b NaN 0
CRTSLtr_b NaN 0
CRTSTRNt_b NaN 0
CRTSTRNtm_b NaN 0
CRTSTRNtr_b NaN 0
CRVNCtr_b NaN 0
CSNt_b 1.700532259 0.003828392
CTPtn_b NaN 0
CYANt_b NaN 0
CYANtm_b NaN 0
CYSGLUexR_b 1.296007452 0.001108884
CYSGLYexR_b 1.296007452 0.001108884
CYStec_b 0.933676197 0.251681213
CYTDt_b 1.700532259 0.003828392
CYTDtl_b 0.516888322 0.204862474
CYTDtm_b -0.260016313 0.657497297
CYTDtn_b NaN 0
DADNt4_b 1.700532259 0.003828392
DAGt_b NaN 0
DALAt2r_b -1.150939037 0.054337766
DALAt2rL_b -1.150939037 0.054337766
DATPtn_b NaN 0
DCSPTN1COAtx_b NaN 0
DCSPTN1t_b NaN 0
DCTPtn_b NaN 0
DCYTt_b 1.700532259 0.003828392
DEBRISOQUINEt_b NaN 0
DECDPtm_b NaN 0
DGCHOLte_b NaN 0
DGCHOLtx_b NaN 0
DGSNt_b 1.700532259 0.003828392
DGSNtm_b NaN 0
DGTPtn_b NaN 0
DHAAt1r_b 2.051001092 0.001000575
DHCHOLESTANATEtm_b NaN 0
DHEASt_b -2.4257176 0.000374083
DHEAStr_b NaN 0
DHEAtr_b NaN 0
DHFtl_b NaN 0
DHFtm_b NaN 0
DIDPtn_b NaN 0
DIGALSGALSIDEte_b NaN 0
DIGALSGALSIDEtg_b NaN 0
DIGALSIDEtg_b NaN 0
DIGALSIDEtl_b NaN 0
DINt_b 1.700532259 0.003828392
DITPtn_b NaN 0
D_LACt2_b 2.273620473 0.008483185
D_LACtm_b -0.81173855 0.213973073
DLNLCGt_b 2.196830551 0.002051168
DMANTIPYRINEte_b NaN 0
DMGtm_b NaN 0
DMHPTCRNt_b NaN 0
DMHPTCRNte_b NaN 0
DMNONCRNt_b NaN 0
DNADtn_b NaN 0
DOLICHOL_Uter_b NaN 0
DOPAt4_2_r_b -5.255744588 0.000172725
DOPAtu_b 1.484954824 0.011442921
DPCOAtl_b NaN 0
DRIBt_b NaN 0
DTDPtn_b NaN 0
DTTPtn_b NaN 0
DUDPtn_b NaN 0
DUMPtn_b NaN 0
DURIt_b 1.700532259 0.003828392
DURItn_b NaN 0
EAFLATOXINte_b NaN 0
EBASTINEOHte_b NaN 0
EBASTINEOHtr_b NaN 0
EBASTINEte_b NaN 0
EBASTINEtr_b NaN 0
EICOSTETt_b NaN 0
ELAIDt_b 0.229716005 0.824115339
ESTRADIOLGLCt_b 0.392604912 0.619762819
ESTRADIOLGLCtr_b NaN 0
ESTRADIOLt_b NaN 0
ESTRADIOLtr_b NaN 0
ESTRIOLGLCtr_b NaN 0
ESTRIOLtr_b NaN 0
ESTRONEGLCtr_b NaN 0
ESTRONESt_b 1.418380103 0.19857389
ESTRONEtr_b NaN 0
ETOHt_b NaN 0
ETOHtx_b NaN 0
F1Atg_b NaN 0
FADH2tx_b NaN 0
FADtx_b NaN 0
FALDtly_b NaN 0
FALDtm_b NaN 0
FATP1t_b 1.490642723 0.009174068
FATP2t_b -0.411279533 0.187541493
FATP3t_b -0.411279533 0.187541493
FATP4t_b 2.196830551 0.002051168
FATP5t_b 2.196830551 0.002051168
FATP6t_b 2.196830551 0.002051168
FATP7t_b 2.196830551 0.002051168
FATP8t_b 2.196830551 0.002051168
FATP9t_b 2.196830551 0.002051168
FOLt2_b 0.976318539 0.063846765
FORMCOAtx_b NaN 0
FORt2m_b NaN 0
FORtr_b NaN 0
FORtrn_b NaN 0
FRDPtc_b NaN 0
FRDPtr_b NaN 0
FRUt1r_b 0.646684596 0.136714975
FRUt4_b 0.984284079 0.206828587
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUC14GALACGLCGALGLUSIDEte_b NaN 0
FUC14GALACGLCGALGLUSIDEtg_b NaN 0
FUCACGALFUCGALACGLCGALGLUSIDEte_b NaN 0
FUCACGALFUCGALACGLCGALGLUSIDEtg_b NaN 0
FUCACNGAL14ACGLCGALGLUSIDEte_b NaN 0
FUCACNGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCACNGALACGLCGALGLUSIDEte_b NaN 0
FUCACNGALACGLCGALGLUSIDEtg_b NaN 0
FUCFUC12GAL14ACGLCGALGLUSIDEte_b NaN 0
FUCFUC12GAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCFUCGALACGLCGALGLUSIDEte_b NaN 0
FUCFUCGALACGLCGALGLUSIDEtg_b NaN 0
FUCGAL14ACGLCGALGLUSIDEte_b NaN 0
FUCGAL14ACGLCGALGLUSIDEtg_b NaN 0
FUCGALFUCGALACGLCGALGLUSIDEte_b NaN 0
FUCGALFUCGALACGLCGALGLUSIDEtg_b NaN 0
FUCGALGBSIDEte_b NaN 0
FUCGALGBSIDEtg_b NaN 0
FUMSO3tm_b 1.866645327 0.002076945
FUMSO4tm_b 1.866645327 0.002076945
FUMtm_b 1.866645327 0.002076945
FUMTSULtm_b 1.866645327 0.002076945
G6Pter_b 0.992930888 0.000890335
GALACGLCGALGBSIDEte_b NaN 0
GALACGLCGALGBSIDEtg_b NaN 0
GALFUC12GAL14ACGLCGALGLUSIDEte_b NaN 0
GALFUC12GAL14ACGLCGALGLUSIDEtg_b NaN 0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_b NaN 0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_b NaN 0
GALGALGALTHCRMte_b NaN 0
GALGALGALTHCRMtg_b NaN 0
GALGLUSIDEtg_b NaN 0
GALGLUSIDEtl_b NaN 0
GALSIDEtg_b NaN 0
GALSIDEtl_b NaN 0
GALt1r_b 2.141386669 0.033013845
GALt2_2_b 0.28980574 0.854879857
GALt4_b 1.63637118 0.015174218
GAMt1r_b 2.051001092 0.001000575
GBSIDEte_b NaN 0
GBSIDEtl_b NaN 0
GCHOLAt_b -5.037320137 0.03181082
GCHOLAte_b NaN 0
GCHOLAtx_b NaN 0
GD1B2te_b NaN 0
GD1B2tg_b NaN 0
GD1Cte_b NaN 0
GD1Ctg_b NaN 0
GDPFUCtg_b -0.302652602 0.388345169
GDPtg_b NaN 0
GLACter_b NaN 0
GLCt2_2_b 0.28980574 0.854879857
GLCt4_b 1.728261205 0.021395271
GLCter_b NaN 0
GLCtg_b 2.051001092 0.001000575
GLCURtly_b -0.240138869 0.548504686
GLNtN1_b 1.042961299 0.106778663
GLUtr_b NaN 0
GLXtm_b NaN 0
GLXtp_b NaN 0
GLYBt4_2_r_b 1.043592359 0.264375527
GLYBtm_b NaN 0
GLYCtm_b NaN 0
GLYt2r_b -1.150939037 0.054337766
GLYt2rL_b -1.150939037 0.054337766
GLYt7_211_r_b 1.265931241 0.128810195
GLYtm_b NaN 0
GLYtp_b NaN 0
GMPtg_b NaN 0
GMPtn_b NaN 0
GP1CALPHAte_b NaN 0
GP1CALPHAtg_b NaN 0
GP1Cte_b NaN 0
GP1Ctg_b NaN 0
GQ1BALPHAte_b NaN 0
GQ1BALPHAtg_b NaN 0
GQ1Bte_b NaN 0
GQ1Btg_b NaN 0
GSNt_b 1.700532259 0.003828392
GSNtl_b 0.516888322 0.204862474
GSNtm_b -0.260016313 0.657497297
GT1Ate_b NaN 0
GT1Atg_b NaN 0
GTHRDtr_b NaN 0
GTPtn_b NaN 0
GUAt_b 1.700532259 0.003828392
H2O2t_b NaN 0
H2O2tly_b NaN 0
H2O2tn_b NaN 0
H2O2tp_b NaN 0
H2Ot_b 2.113049697 0.020317547
H2Oter_b NaN 0
H2Otg_b NaN 0
H2Otly_b NaN 0
H2Otm_b NaN 0
H2Otn_b NaN 0
H2Otp_b NaN 0
HCO3_CLt_b 1.390053821 0.097935132
HCOUMARINte_b NaN 0
HDCEAtr_b 0.229716005 0.824115339
HDD2COAtx_b NaN 0
HESTRATRIOLte_b NaN 0
HESTRATRIOLtr_b NaN 0
HEXCCOAtx_b NaN 0
HEXCt_b NaN 0
HISTAtu_b 1.484954824 0.011442921
HIStN1_b 1.042961299 0.106778663
HMGCOAtm_b NaN 0
HMGCOAtx_b NaN 0
HPACtr_b NaN 0
HPDCAt_b NaN 0
HPYRtp_b NaN 0
HRETNtn_b NaN 0
HTAXOLte_b NaN 0
Htg_b NaN 0
Htr_b NaN 0
Htx_b NaN 0
HXANtl_b 0.516888322 0.204862474
HYXNt_b 1.700532259 0.003828392
IDOURtly_b -0.240138869 0.548504686
IDPtn_b NaN 0
ILEt5m_b NaN 0
ILEtec_b 0.933676197 0.251681213
INSt_b 1.700532259 0.003828392
INStl_b 0.516888322 0.204862474
INStm_b -0.260016313 0.657497297
INSTt2r_b -1.761197574 0.007033133
INSTt4_b -2.098228638 0.001182601
IPDPtr_b NaN 0
IPDPtx_b NaN 0
It_b 9.153730864 0.010304371
ITPtn_b NaN 0
KCC2t_b 0.684682163 0.071885709
KCCt_b 3.664031142 0.001003428
Kt3g_b 0.564233953 0.23542643
LEUKTRA4t_b 0.627780094 0.569140918
LEUKTRA4tr_b NaN 0
LEUKTRB4t_b 0.627780094 0.569140918
LEUKTRB4tr_b NaN 0
LEUKTRC4t_b NaN 0
LEUKTRD4t_b NaN 0
LEUKTRD4tr_b NaN 0
LEUKTRE4t_b 0.627780094 0.569140918
LEUKTRF4t_b 0.627780094 0.569140918
LEUt5m_b NaN 0
LEUtec_b 0.933676197 0.251681213
LGNCCOAtx_b NaN 0
LIMNENte_b NaN 0
L_LACt2r_b 2.273620473 0.008483185
L_LACt4r_b 9.153730864 0.010304371
L_LACtm_b -0.81173855 0.213973073
LNELDCt_b NaN 0
LNLCt_b 2.196830551 0.002051168
LNLNCAt_b 2.196830551 0.002051168
LNLNCGt_b 2.196830551 0.002051168
LPCHOLt_b NaN 0
LYStm_b 0.945344059 0.060074964
LYStn_b NaN 0
MAGt_b NaN 0
MALSO3tm_b 1.866645327 0.002076945
MALSO4tm_b 1.866645327 0.002076945
MALtm_b 1.866645327 0.002076945
MALTSULtm_b 1.866645327 0.002076945
MALTt1r_b -1.58865775 0.029253579
MANt1r_b 2.051001092 0.001000575
MANt4_b 0.984284079 0.206828587
MEOHt2_b NaN 0
MEOHtly_b NaN 0
